"","VD","CONT_PREC","OCORRENCIA","CONT_SEGUINTE","ITEM_LEXICAL","TRANSC_FONOLOGICA_SILAC","CONT_FON_PREC","CFP_abertura","CFP_anterioridade","CFP_tracoposicao1","CFP_tracoposicao2","CONT_FON_SEG","CFS_pontoc","CFS_sonor","TONICIDADE","POSICAO_S","CLASSE_MORFOLOGICA","CLASSE_MORFOLOGICA2","CLASSE_MORFOLOGICA3","MORFEMA.PLURAL","MORFEMA.PLURAL2","MUDANCA.SENTIDO","ESTILO","ARQUIVO.x","ANO.ENTREVISTA","LOCALIZACAO","PARTICIPANTE","STATUS_MORFOLOGICO","ARQUIVO.y","PERFIL","ESTADO","AMOSTRA","GENERO","IDADE","FAIXA_ETARIA","ESCOLARIDADE","ESCOLARIDADE2","INDICE_ESCOL_OUSHIRO","INDICE_ESCOL3","OCUPACAO","INDICE_OCUPACAO","TRABALHO.OUTROCARGO","INDICE_OUTRO_CARGO","INDICE_OUTRO_CARGO2","TRABALHO.SONHO","INDICE_OCUPACAO_SONHOS","INDICE_OCUPACAO_SONHOS2","OCUPACAO_LOCOMOCAO","OCUPACAO_LOCOMOCAO2","INDICE_LOCOMOCAO","OCUPACAO_DIST","MEGA_SENA","MEGA_SENA2","INDICE_MEGA","MEGASENA_TRABALHAR","MEGASENA_TRABALHAR2","INDICE_MEGA_TRABALHO","LAZER_CARACTERISTICA","INDICE_LAZER","LAZER_CAMPINAS_CARACTERISTICA","INDICE_LAZER_CAMPINAS","VIAGEM","INDICE_VIAGEM","VIAGEM_LUGAR","INDICE_VIAGEM_LUGAR","LAZER_VIAGEM_VONTADE2","INDICE_VIAGEM_VONTADE","BAIRRO_REGIAO","BAIRRO_REGIAO2","INDICE_BAIRRO","BAIRRO","CIDADE_RES","INFANCIA_MEMORIA","INDICE_INFANCIA","INDICE_SOCIO_OUSHIRO","CLASSE_SOCIAL","CLASSE_SOCIAL_BC","CLASSE_SOCIAL_BCC","IDADE_MIGRACAO","IDADE_MIGRACAO_fat","TEMPO_RESIDENCIA","TEMPO_RESIDENCIA_fat","PROP_VIDA_SP","PROP_VIDA_SP2","CID_ORIGEM","CID_RESIDENCIA","MOTIVO","AMIGOS","VIZINHOS","COLEGAS_ESTADO","COLEGAS_NE","COMIDA","MUSICA","CONVERSA","VOLTA","ONDE_MORARIA","ESTADUALIDADE","PAULISTIDADE","NORDESTINIDADE","DIF_SP","DIF_NE","DIF_FALAR","IMOVEL","INDICE_IMOVEL","PROPRIEDADE","NQUARTOS","NBANHEIROS","NCOMODOS","NPESSOAS","DENSIDADE_HABITACAO","NRENDA","RENDA_IND","INDICE_RENDA_IND","RENDA_FAM","INDICE_RENDA_FAM","ESCOLA_PAI","ESCOLA_PAI2","INDICE_ESCOL_PAI_OUSHIRO","INDICE_ESCOL_PAI","OCUPACAO_PAI","INDICE_OCUPACAO_PAI","ESCOLA_MAE","ESCOLA_MAE2","INDICE_ESCOL_MAE_OUSHIRO","INDICE_ESCOL_MAE","OCUPACAO_MAE","INDICE_OCUPACAO_MAE","OCUPACAO_AMIGO1","AMIGO1_CLASSIFICACAO","OCUPACAO_AMIGO2","AMIGO2_CLASSIFICACAO","OCUPACAO_AMIGO3","AMIGO3_CLASSIFICACAO","OCUPACAO_AMIGO4","AMIGO4_CLASSIFICACAO","OCUPACAO_AMIGO5","AMIGO5_CLASSIFICACAO","DOCUMENTADOR","INDICE_REDE_EST","INDICE_REDE_NE","INDICE_HABITOS","CLASSE_AUTODECLARADA","SAUDE","INDICE_ESCOL3_norm","INDICE_OCUPACAO_norm","INDICE_OUTRO_CARGO2_norm","INDICE_OCUPACAO_SONHOS2_norm","INDICE_LOCOMOCAO_norm","INDICE_MEGA_norm","INDICE_LAZER_norm","INDICE_LAZER_CAMPINAS_norm","INDICE_VIAGEM_norm","INDICE_VIAGEM_LUGAR_norm","INDICE_VIAGEM_VONTADE_norm","INDICE_BAIRRO_norm","INDICE_INFANCIA_norm","INDICE_RENDA_IND_norm","INDICE_RENDA_FAM_norm","INDICE_ESCOL_PAI_norm","INDICE_OCUPACAO_PAI_norm","INDICE_ESCOL_MAE_norm","INDICE_OCUPACAO_MAE_norm","DENSIDADE_HABITACAO_norm","INDICE_IMOVEL_norm","media_m2","PAIS","LAZER","VIAGEM2","INDICE_SOCIO_POLI","CFP_abertura2","CFS_pontoc2","CFS_sonoridade"
"724","A","que pela a função que exige","às <A>","vez <A> não às <A>","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:40.811","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"725","A","exige às <A> vez <A> não","às <A>","vezes <0> qualquer pessoa de","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:49.664","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"726","A","| S e as <A> mãe","às <A>","vez <A> quando não quer","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:51.847","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"727","A","S eh a diferença é essa","às <A>","vez <0> eh você está","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:51.847","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"728","A","dá até risada deles <A> a/","às <A>","vez <A> | S aí","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:56.361","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"729","A","<A> vez <A> | S aí","às <A>","vezes <0> não consegue falar","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:31:56.361","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"730","A","já | S de | S","às <A>","vez <0> você que nem","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:01.333","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"731","A","vem pra aqui | S aí","às <A>","vez <0> muitos <A> que","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:05.808","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"732","P","o xis <A> né? | S","'às <P>","vezes' <P> né? essas <A>","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:10.521","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"733","P","ele é feio porque | S","às <P>","vezes <0> eu | D1","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:12.915","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"734","0","quando a gente ouve a gente","às <0>","vez <0> estranha <P> |","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:38.746","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"735","0","demais <0> | S vai falar","às <0>","vez <0> bom é 'bom'","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:41.779","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"736","0","a gente fala errado lá também","às <0>","vez <A> é 'homem' e","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:41.779","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"737","A","mas <0> eu acho engraçado porque","às <A>","vez <0> | S eles","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:44.401","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"738","A","| S porque se a gente","às <A>","vezes <0> acontece comigo mesmo","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:32:44.401","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"739","A","às vezes eu vou | S","às <A>","vezes <A> | D1 tem","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MB+_ClaudineiP",2018,"00:32:53.395","ClaudineiP",NA,"PBCP_2018MB+_ClaudineiP","MB+","PB","amostra2","masculino",33,"1a","fund2","fund","2.5",4,"Carpinteiro",2,"encarregado","com.perspec",1,"engenheiro.civil","prof.especializacao",2,"moto","próprio",1,"perto","investir","investir",3,"trabalhar.engenheiro","trabalhar","1","nao.sai",0,"sem.custo",1,"nao",0,NA,NA,"nacional",1,"periferia.sul","periferia",0,"Jardim Ouro Verde","Campinas","positiva",2,2,"D","baixa","baixa",23,"20+",10,"10+","30","de1a2quartos","Nova Holinda","Campinas","trabalho","poucos","alguns","alguns","varios","nunca","sempre","tododia","nunca","outro",10,5,10,"5","8","10","casa",1,"alugado","2","1","3","2",0.7,2,"1SM",0,"1SM",0,NA,NA,NA,NA,"Agricultor-Aposentado",1,NA,NA,NA,NA,"Merendeira-Aposentada",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",9,9,5,NA,NA,2.22222222222222,1.66666666666667,5,5,5,5,0,2.5,0,NA,2.5,0,5,0,0,NA,"1",NA,"1",1.4,2.5,2200,NA,1.25,1.25,2.67,"aberta","labial","sonora"
"740","0","S limpava a casa | S","às <0>","vez <A> vinha alguém lá","às","'a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","tonica","final","ArtigoDef","artigo","gramatical","nao","nao","nao","conversa","PBCP_2018MB+_MatheusA",2018,"00:32:55.167","MatheusA",NA,"PBCP_2018MB+_MatheusA","MB+","PB","amostra2","masculino",50,"2a.3a","fund1","fund","1.5",2,"Trabalha com a parte industrial em empresa",1,"nao","sem.perspec",0,"mecanico","prof.intermediaria",1,"caminhando","publico",0,"perto","comprar.casa","gastar",0,NA,NA,NA,"custo",2,"custo",2,"sim",1,"SP-estado",0,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","negativa",0,2.17,"C2","baixa","media",20,"20+",30,"10+","60","maismetade","Soledade","Paulinia","trabalho","metade","alguns","nao","alguns","1xmes","nunca","tododia","1xano","estado.origem",9,9,10,"8","3","9","casa",1,"proprio","3+","3+","4","4",1,2,"2a4SM",2,"2a4SM",2,NA,NA,NA,NA,"Falecido",NA,NA,NA,NA,NA,"Aposentada",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",7,7,8,NA,NA,1.11111111111111,0.833333333333333,0,2.5,0,0,5,5,5,0,2.5,0,0,2.5,2,NA,NA,NA,"1",2,2.5,2672.33,NA,5,2.5,1.81,"aberta","labial","sonora"
